customerID,tenure,Contract,PaperlessBilling,PaymentMethod
2984-MIIZL,4,Month-to-month,Yes,Bank transfer (automatic)
0266-GMEAO,72,Two year,Yes,Credit card (automatic)
5590-YRFJT,20,Month-to-month,Yes,Electronic check
5574-NXZIU,63,Two year,No,Credit card (automatic)
0019-GFNTW,56,Two year,No,Bank transfer (automatic)
4256-ZWTZI,5,Month-to-month,Yes,Mailed check
8309-PPCED,72,Two year,Yes,Bank transfer (automatic)
4098-NAUKP,68,Month-to-month,Yes,Electronic check
5196-WPYOW,67,One year,No,Mailed check
4608-LCIMN,8,Month-to-month,No,Bank transfer (automatic)
1485-YDHMM,52,Month-to-month,Yes,Bank transfer (automatic)
4054-CUMIA,18,Month-to-month,Yes,Mailed check
0603-TPMIB,59,Two year,No,Mailed check
2525-GVKQU,60,Two year,No,Mailed check
8161-QYMTT,7,Month-to-month,Yes,Electronic check
9581-GVBXT,59,One year,No,Mailed check
5862-BRIXZ,46,Two year,Yes,Bank transfer (automatic)
5404-GGUKR,5,Month-to-month,Yes,Electronic check
3308-JSGML,59,Two year,Yes,Credit card (automatic)
2126-GSEGL,70,Two year,Yes,Bank transfer (automatic)
3677-TNKIO,14,Month-to-month,Yes,Credit card (automatic)
0440-QEXBZ,44,Month-to-month,Yes,Mailed check
2434-EEVDB,64,Two year,Yes,Credit card (automatic)
6762-QVYJO,58,Two year,No,Mailed check
6199-IWKGC,46,One year,No,Electronic check
2675-DHUTR,58,Month-to-month,Yes,Electronic check
8152-VETUR,72,Two year,Yes,Credit card (automatic)
9667-EQRXU,30,Month-to-month,Yes,Electronic check
7446-YPODE,11,Month-to-month,No,Bank transfer (automatic)
9522-BNTHX,34,Month-to-month,Yes,Electronic check
4676-WLUHT,54,Two year,No,Bank transfer (automatic)
3329-WDIOK,3,Month-to-month,Yes,Electronic check
7980-MHFLQ,72,Two year,No,Mailed check
2873-ZLIWT,40,Month-to-month,Yes,Electronic check
3415-TAILE,2,Month-to-month,No,Mailed check
0757-WCUUZ,54,Two year,No,Credit card (automatic)
1629-DQQVB,14,Month-to-month,No,Bank transfer (automatic)
1915-IOFGU,1,Month-to-month,No,Electronic check
3045-XETSH,10,Month-to-month,Yes,Electronic check
0374-AACSZ,1,Month-to-month,No,Electronic check
7239-HZZCX,1,Month-to-month,No,Mailed check
4872-VXRIL,56,One year,Yes,Bank transfer (automatic)
9140-CZQZZ,68,Two year,Yes,Bank transfer (automatic)
3423-HHXAO,14,One year,Yes,Mailed check
9938-TKDGL,68,Two year,Yes,Electronic check
0531-ZZJWQ,55,Month-to-month,Yes,Electronic check
6537-QLGEX,16,Month-to-month,Yes,Electronic check
2688-BHGOG,9,Month-to-month,Yes,Electronic check
7683-CBDKJ,14,Month-to-month,Yes,Electronic check
0946-CLJTI,58,Month-to-month,Yes,Electronic check
3160-TYXLT,53,Month-to-month,Yes,Bank transfer (automatic)
1325-USMEC,70,Two year,Yes,Credit card (automatic)
0916-QOFDP,14,Month-to-month,Yes,Electronic check
0628-CNQRM,22,One year,Yes,Bank transfer (automatic)
5606-AMZBO,10,Month-to-month,Yes,Credit card (automatic)
6199-IPCAO,29,Two year,No,Mailed check
7665-TOALD,1,Month-to-month,Yes,Electronic check
0112-QWPNC,49,One year,No,Electronic check
0324-BRPCJ,68,Month-to-month,Yes,Electronic check
2777-PHDEI,1,Month-to-month,No,Electronic check
5640-CAXOA,30,One year,Yes,Credit card (automatic)
2235-EZAIK,72,Two year,No,Credit card (automatic)
3847-BAERP,10,Month-to-month,Yes,Mailed check
1196-AMORA,7,Month-to-month,No,Electronic check
4282-YMKNA,9,Month-to-month,Yes,Electronic check
1453-RZFON,1,Month-to-month,No,Mailed check
8263-OKETD,20,Month-to-month,Yes,Credit card (automatic)
0670-KDOMA,1,Month-to-month,Yes,Mailed check
2476-YGEFM,29,Month-to-month,Yes,Credit card (automatic)
8687-BAFGU,1,Month-to-month,No,Electronic check
0641-EVBOJ,3,Month-to-month,Yes,Mailed check
0829-XXPLX,20,Month-to-month,Yes,Bank transfer (automatic)
9974-JFBHQ,64,Month-to-month,Yes,Credit card (automatic)
5356-RHIPP,1,Month-to-month,Yes,Mailed check
6624-JDRDS,6,Month-to-month,No,Bank transfer (automatic)
0608-JDVEC,50,Two year,No,Electronic check
9780-FKVVF,6,Month-to-month,Yes,Bank transfer (automatic)
1919-RTPQD,7,Month-to-month,No,Electronic check
5214-NLTIT,72,Two year,Yes,Credit card (automatic)
3345-PBBFH,8,Month-to-month,Yes,Bank transfer (automatic)
5055-BRMNE,67,Two year,No,Credit card (automatic)
9189-JWSHV,24,Month-to-month,Yes,Electronic check
2190-PHBHR,72,Two year,Yes,Credit card (automatic)
2650-GYRYL,33,One year,Yes,Bank transfer (automatic)
0746-JTRFU,2,Month-to-month,Yes,Electronic check
5208-FVQKB,70,Two year,No,Mailed check
7184-LRUUR,22,One year,No,Bank transfer (automatic)
6627-CFOSN,59,Month-to-month,Yes,Bank transfer (automatic)
3982-JGSFD,36,One year,Yes,Credit card (automatic)
1574-DYCWE,51,Two year,No,Mailed check
7247-XOZPB,53,One year,No,Bank transfer (automatic)
2466-FCCPT,20,One year,No,Bank transfer (automatic)
6211-WWLTF,63,Two year,No,Credit card (automatic)
4826-TZEVA,40,Month-to-month,No,Credit card (automatic)
6016-NXBNJ,35,One year,Yes,Mailed check
9138-EFSMO,26,One year,No,Bank transfer (automatic)
0576-WNXXC,27,Month-to-month,Yes,Electronic check
4632-XJMEX,53,One year,No,Credit card (automatic)
8910-LEDAG,34,Month-to-month,No,Credit card (automatic)
3452-GWUIN,19,Month-to-month,Yes,Electronic check
2716-GFZOR,43,Month-to-month,Yes,Credit card (automatic)
3724-UCSHY,6,Month-to-month,No,Mailed check
8626-XHBIE,56,Two year,Yes,Mailed check
4628-CTTLA,57,Month-to-month,Yes,Electronic check
3192-LNKRK,34,Month-to-month,Yes,Mailed check
4439-YRNVD,10,Month-to-month,No,Electronic check
2876-VBBBL,1,Month-to-month,Yes,Mailed check
6834-NXDCA,13,Month-to-month,Yes,Electronic check
2208-UGTGR,56,Month-to-month,No,Electronic check
3005-TYFRD,55,Month-to-month,Yes,Credit card (automatic)
8670-MEFCP,36,Two year,Yes,Credit card (automatic)
3079-BCHLN,47,One year,No,Bank transfer (automatic)
7777-UNYHB,12,Month-to-month,Yes,Credit card (automatic)
5597-GLBUC,1,Month-to-month,Yes,Electronic check
7278-CKDNC,24,Month-to-month,Yes,Electronic check
2748-MYRVK,63,One year,No,Bank transfer (automatic)
8450-UYIBU,35,Month-to-month,Yes,Electronic check
2969-VAPYH,67,One year,No,Credit card (automatic)
4822-YCXMX,25,Month-to-month,Yes,Electronic check
7181-OQCUT,21,Month-to-month,No,Mailed check
8474-UMLNT,13,Month-to-month,No,Bank transfer (automatic)
9821-POOTN,35,Month-to-month,Yes,Electronic check
3836-FZSDJ,71,Two year,No,Bank transfer (automatic)
9142-XMYJH,29,Month-to-month,No,Credit card (automatic)
6559-ILWKJ,71,Two year,No,Electronic check
0187-QSXOE,7,Month-to-month,Yes,Electronic check
7733-UDMTP,57,Month-to-month,Yes,Electronic check
2649-HWLYB,65,Two year,No,Bank transfer (automatic)
5214-CHIWJ,27,One year,No,Mailed check
4229-CZMLL,6,Month-to-month,Yes,Electronic check
6904-JLBGY,72,Two year,Yes,Credit card (automatic)
2465-BLLEU,1,Month-to-month,Yes,Mailed check
1685-VAYJF,11,Month-to-month,No,Credit card (automatic)
8874-EJNSR,39,Two year,No,Mailed check
6917-YACBP,59,Month-to-month,Yes,Electronic check
5049-MUBWG,26,One year,No,Bank transfer (automatic)
4223-WOZCM,2,Month-to-month,No,Mailed check
0769-MURVM,72,Two year,No,Bank transfer (automatic)
9253-VIFJQ,65,One year,No,Credit card (automatic)
7030-FZTFM,72,Two year,No,Credit card (automatic)
9741-YLNTD,6,Month-to-month,Yes,Bank transfer (automatic)
5917-RYRMG,32,One year,No,Credit card (automatic)
5120-ZBLAI,50,One year,No,Bank transfer (automatic)
1194-BHJYC,61,Two year,Yes,Mailed check
3663-MITLP,15,Month-to-month,Yes,Electronic check
0906-QVPMS,72,Two year,No,Bank transfer (automatic)
9025-ZRPVR,9,Month-to-month,Yes,Mailed check
1905-OEILC,1,Month-to-month,No,Mailed check
7858-GTZSP,12,Month-to-month,Yes,Electronic check
3285-UCQVC,37,Month-to-month,No,Credit card (automatic)
6248-BSHKG,61,One year,No,Mailed check
4685-TFLLS,18,One year,No,Bank transfer (automatic)
3470-BTGQO,21,Month-to-month,No,Mailed check
1209-VFFOC,68,Two year,Yes,Mailed check
8224-DWCKX,12,Month-to-month,Yes,Credit card (automatic)
5482-PLVPE,2,Month-to-month,No,Electronic check
4553-DVPZG,62,Month-to-month,Yes,Electronic check
4902-OHLSK,29,Month-to-month,No,Electronic check
6917-IAYHD,1,Month-to-month,No,Mailed check
0495-ZBNGW,5,Month-to-month,Yes,Bank transfer (automatic)
8620-RJPZN,1,Month-to-month,No,Electronic check
7572-KPVKK,62,Two year,Yes,Electronic check
2642-MAWLJ,36,Two year,No,Bank transfer (automatic)
2357-COQEK,28,Month-to-month,Yes,Electronic check
7103-ZGVNT,69,One year,No,Credit card (automatic)
3737-GCSPV,11,Month-to-month,Yes,Credit card (automatic)
2027-WKXMW,63,Month-to-month,Yes,Electronic check
7137-NAXML,23,One year,No,Bank transfer (automatic)
2428-ZMCTB,10,Month-to-month,No,Credit card (automatic)
2961-VNFKL,71,Two year,Yes,Credit card (automatic)
1768-HNVGJ,45,Month-to-month,Yes,Electronic check
6963-KQYQB,70,Two year,No,Mailed check
5934-RMPOV,22,Month-to-month,Yes,Electronic check
1207-BLKSA,52,Two year,No,Mailed check
4088-YLDSU,55,One year,Yes,Electronic check
8316-BBQAY,65,Two year,No,Credit card (automatic)
1166-PQLGG,72,Two year,No,Bank transfer (automatic)
3146-JTQHR,10,One year,No,Bank transfer (automatic)
4291-YZODP,7,One year,No,Mailed check
4395-PZMSN,5,Month-to-month,Yes,Electronic check
6427-FEFIG,24,Two year,No,Credit card (automatic)
0017-IUDMW,72,Two year,Yes,Credit card (automatic)
8706-HRADD,21,Month-to-month,Yes,Mailed check
9955-QOPOY,69,One year,Yes,Credit card (automatic)
4385-ZKVNW,44,Month-to-month,Yes,Bank transfer (automatic)
5446-DKWYW,61,One year,Yes,Electronic check
2034-CGRHZ,24,Month-to-month,Yes,Credit card (automatic)
5797-APWZC,1,Month-to-month,No,Electronic check
3683-QKIUE,6,Month-to-month,Yes,Bank transfer (automatic)
4228-ZGYUW,4,Month-to-month,Yes,Electronic check
9031-ZVQPT,72,Two year,Yes,Electronic check
2990-IAJSV,72,Two year,No,Bank transfer (automatic)
8107-KNCIM,14,Month-to-month,Yes,Electronic check
9027-YFHQJ,7,Month-to-month,Yes,Bank transfer (automatic)
5176-LDKUH,48,One year,No,Electronic check
4644-OBGFZ,55,One year,No,Mailed check
7926-IJOOU,1,Month-to-month,No,Credit card (automatic)
6480-YAGIY,45,One year,No,Credit card (automatic)
4029-HPFVY,3,Month-to-month,Yes,Mailed check
7602-DBTOU,71,Two year,No,Mailed check
5345-BMKWB,8,Month-to-month,No,Mailed check
3519-ZKXGG,3,Month-to-month,Yes,Electronic check
5457-COLHT,69,Two year,No,Bank transfer (automatic)
6416-TVAIH,1,Month-to-month,Yes,Electronic check
5451-YHYPW,72,Two year,Yes,Credit card (automatic)
5108-ADXWO,11,Month-to-month,Yes,Electronic check
7998-WNZEM,71,Two year,No,Bank transfer (automatic)
3066-RRJIO,1,Month-to-month,Yes,Mailed check
4664-NJCMS,33,Two year,No,Bank transfer (automatic)
0307-BCOPK,16,One year,No,Mailed check
7629-WFGLW,56,One year,No,Electronic check
2542-HYGIQ,1,Month-to-month,No,Credit card (automatic)
6715-OFDBP,5,Month-to-month,Yes,Electronic check
5016-LIPDW,57,One year,No,Mailed check
6481-LXPWL,56,One year,Yes,Credit card (automatic)
1567-DSCIC,8,Month-to-month,Yes,Electronic check
2150-UWTFY,22,Month-to-month,No,Mailed check
6124-ACRHJ,1,Month-to-month,No,Mailed check
9362-MWODR,40,Month-to-month,Yes,Credit card (automatic)
9975-GPKZU,46,Two year,No,Credit card (automatic)
9625-RZFUK,63,Two year,No,Mailed check
5153-LXKDT,68,Two year,Yes,Electronic check
5161-UBZXI,69,Two year,Yes,Credit card (automatic)
1020-JPQOW,56,Month-to-month,No,Electronic check
7919-ZODZZ,10,One year,Yes,Mailed check
0565-JUPYD,63,One year,No,Credit card (automatic)
6867-ACCZI,24,Two year,Yes,Mailed check
5939-XAIXZ,19,Month-to-month,Yes,Mailed check
9054-FOWNV,22,Month-to-month,Yes,Electronic check
2683-BPJSO,29,Month-to-month,Yes,Electronic check
2157-MXBJS,13,One year,Yes,Mailed check
8207-VVMYB,70,Two year,Yes,Bank transfer (automatic)
9732-EQMWY,49,Month-to-month,No,Electronic check
9360-AHGNL,43,One year,Yes,Mailed check
1087-UDSIH,3,Month-to-month,Yes,Mailed check
5269-NRGDP,42,One year,No,Electronic check
6195-MELTI,57,One year,Yes,Mailed check
5485-WUYWF,2,Month-to-month,No,Bank transfer (automatic)
2121-JAFOM,72,Two year,Yes,Credit card (automatic)
8818-DOPVL,46,Month-to-month,Yes,Electronic check
2632-UCGVD,66,Month-to-month,Yes,Credit card (automatic)
5445-PZWGX,62,One year,No,Electronic check
1227-UDMZR,72,Two year,Yes,Bank transfer (automatic)
5198-HQAEN,35,One year,Yes,Electronic check
9170-CCKOU,17,Month-to-month,No,Credit card (automatic)
2167-FQSTQ,72,Two year,Yes,Electronic check
2819-GWENI,28,One year,No,Mailed check
1043-YCUTE,56,Two year,Yes,Credit card (automatic)
3814-MLAXC,31,Month-to-month,Yes,Credit card (automatic)
3572-UUHRS,45,One year,No,Bank transfer (automatic)
2692-PFYTJ,1,Month-to-month,Yes,Mailed check
1226-UDFZR,2,Month-to-month,Yes,Mailed check
5955-EPOAZ,6,Month-to-month,Yes,Mailed check
6821-JPCDC,48,One year,Yes,Electronic check
8815-LMFLX,25,Month-to-month,Yes,Bank transfer (automatic)
9135-HSWOC,64,Two year,Yes,Bank transfer (automatic)
8582-KRHPJ,50,Month-to-month,Yes,Mailed check
5811-IWXYM,52,One year,No,Bank transfer (automatic)
7044-YAACC,4,Month-to-month,Yes,Electronic check
8189-XRIKE,32,Month-to-month,No,Electronic check
1506-YJTYT,45,Two year,No,Credit card (automatic)
4123-DVHPH,9,Month-to-month,Yes,Electronic check
6425-YQLLO,66,One year,Yes,Credit card (automatic)
5442-UTCVD,3,Month-to-month,No,Electronic check
2228-BZDEE,54,Two year,No,Mailed check
7734-DBOAI,1,Month-to-month,No,Electronic check
2789-CZANW,64,Two year,No,Bank transfer (automatic)
2091-RFFBA,31,Month-to-month,Yes,Electronic check
2114-MGINA,14,Month-to-month,Yes,Mailed check
7596-LDUXP,12,One year,Yes,Credit card (automatic)
3740-RLMVT,67,One year,Yes,Bank transfer (automatic)
4489-SNOJF,35,Month-to-month,No,Electronic check
2192-OZITF,45,Two year,No,Mailed check
5651-CPDND,10,Month-to-month,No,Mailed check
2186-QZEYA,29,Month-to-month,Yes,Bank transfer (automatic)
1131-ALZWV,24,One year,No,Bank transfer (automatic)
7729-XBTWX,66,Two year,Yes,Mailed check
9134-WYRVP,51,One year,No,Mailed check
3284-SVCRO,45,Two year,No,Mailed check
9732-OUYRN,49,One year,No,Credit card (automatic)
0559-CKHUS,29,Two year,Yes,Mailed check
2931-SVLTV,40,Month-to-month,Yes,Credit card (automatic)
6899-PPEEA,37,Month-to-month,Yes,Electronic check
7504-UWHNB,25,Month-to-month,No,Electronic check
2582-FFFZR,22,Month-to-month,Yes,Electronic check
8908-NMQTX,72,Two year,Yes,Bank transfer (automatic)
2187-LZGPL,7,Month-to-month,Yes,Credit card (automatic)
1431-AIDJQ,33,Two year,No,Credit card (automatic)
6288-LBEAR,23,Month-to-month,Yes,Mailed check
4597-NUCQV,24,Month-to-month,Yes,Electronic check
9019-QVLZD,1,Month-to-month,No,Electronic check
8413-YNHNV,69,Two year,No,Mailed check
5808-TOTXO,3,One year,Yes,Credit card (automatic)
4369-NYSCF,56,One year,Yes,Bank transfer (automatic)
6333-YDVLT,65,One year,Yes,Credit card (automatic)
5324-KTGCG,71,One year,No,Electronic check
5599-HVLTW,14,Month-to-month,Yes,Bank transfer (automatic)
7394-LWLYN,2,Month-to-month,Yes,Electronic check
3707-LRWZD,32,One year,No,Electronic check
6873-UDNLD,40,Month-to-month,No,Electronic check
2700-LUEVA,1,Month-to-month,No,Credit card (automatic)
1455-ESIQH,1,Month-to-month,Yes,Electronic check
0958-YHXGP,7,Month-to-month,Yes,Mailed check
1101-SSWAG,15,Month-to-month,Yes,Electronic check
2979-SXESE,17,Month-to-month,No,Electronic check
4013-TLDHQ,19,Month-to-month,Yes,Electronic check
5743-KHMNA,71,Two year,No,Bank transfer (automatic)
4194-FJARJ,54,Two year,No,Bank transfer (automatic)
5325-UWTWJ,31,Month-to-month,Yes,Credit card (automatic)
3969-GYXEL,11,Month-to-month,No,Electronic check
9208-OLGAQ,18,Month-to-month,Yes,Electronic check
3244-CQPHU,72,Two year,Yes,Bank transfer (automatic)
2674-MLXMN,71,Month-to-month,Yes,Credit card (automatic)
9708-HPXWZ,5,Month-to-month,No,Credit card (automatic)
6992-TKNYO,38,One year,No,Credit card (automatic)
4468-YDOVK,5,Month-to-month,Yes,Bank transfer (automatic)
3754-DXMRT,2,Month-to-month,Yes,Electronic check
5792-JALQC,52,Two year,No,Bank transfer (automatic)
7130-VTEWQ,8,Month-to-month,Yes,Electronic check
2200-DSAAL,68,Two year,Yes,Electronic check
4302-ZYFEL,69,One year,Yes,Credit card (automatic)
9351-LZYGF,42,Month-to-month,Yes,Credit card (automatic)
4366-CTOUZ,50,Two year,Yes,Mailed check
6121-VZNQB,1,Month-to-month,Yes,Mailed check
7903-CMPEY,1,Month-to-month,Yes,Electronic check
1518-OMDIK,33,Month-to-month,Yes,Credit card (automatic)
6671-NGWON,7,Month-to-month,No,Mailed check
0595-ITUDF,64,Month-to-month,Yes,Electronic check
6996-KNSML,1,Month-to-month,Yes,Electronic check
1955-IBMMB,59,Two year,Yes,Bank transfer (automatic)
0096-BXERS,6,Month-to-month,No,Electronic check
3806-YAZOV,3,Month-to-month,No,Mailed check
7998-ZLXWN,15,Month-to-month,No,Credit card (automatic)
6253-WRFHY,13,One year,Yes,Electronic check
9133-AYJZG,23,Month-to-month,Yes,Credit card (automatic)
2675-OTVVJ,31,Month-to-month,No,Electronic check
8680-CGLTP,29,One year,Yes,Electronic check
8430-TWCBX,49,One year,No,Credit card (automatic)
5018-GWURO,56,Month-to-month,Yes,Bank transfer (automatic)
6741-QRLUP,63,Two year,Yes,Credit card (automatic)
4737-HOBAX,63,Two year,No,Credit card (automatic)
0537-QYZZN,24,Month-to-month,Yes,Electronic check
3340-QBBFM,36,One year,No,Credit card (automatic)
1704-NRWYE,9,Month-to-month,Yes,Electronic check
2592-SEIFQ,3,Month-to-month,No,Electronic check
8200-KLNYW,21,One year,No,Mailed check
3372-CDXFJ,13,One year,No,Bank transfer (automatic)
4781-ZXYGU,1,Month-to-month,Yes,Bank transfer (automatic)
7632-YUTXB,25,One year,No,Mailed check
2718-YSKCS,71,Two year,Yes,Bank transfer (automatic)
9896-UYMIE,66,One year,Yes,Bank transfer (automatic)
0853-NWIFK,45,One year,Yes,Electronic check
8212-CRQXP,22,Month-to-month,Yes,Credit card (automatic)
6980-CDGFC,67,One year,Yes,Bank transfer (automatic)
7691-XVTZH,68,Two year,Yes,Bank transfer (automatic)
2520-SGTTA,0,Two year,No,Mailed check
7481-ATQQS,49,Month-to-month,Yes,Credit card (automatic)
2277-VWCNI,4,Month-to-month,No,Mailed check
1088-CNNKB,63,One year,No,Credit card (automatic)
8642-GVWRF,2,Month-to-month,No,Bank transfer (automatic)
1930-BZLHI,21,One year,Yes,Mailed check
3400-ESFUW,55,Two year,No,Bank transfer (automatic)
5868-YTYKS,1,Month-to-month,Yes,Mailed check
3525-DVKFN,17,Two year,No,Mailed check
1482-OXZSY,30,Month-to-month,Yes,Bank transfer (automatic)
0377-JBKKT,22,Month-to-month,Yes,Mailed check
5778-BVOFB,9,Month-to-month,Yes,Bank transfer (automatic)
3373-YZZYM,1,Month-to-month,No,Mailed check
2057-ZBLPD,21,Month-to-month,Yes,Electronic check
0228-MAUWC,19,Month-to-month,No,Electronic check
5502-RLUYV,69,Month-to-month,Yes,Electronic check
0023-HGHWL,1,Month-to-month,Yes,Electronic check
7663-YJHSN,72,Two year,Yes,Bank transfer (automatic)
4915-BFSXL,70,Two year,No,Credit card (automatic)
3086-RUCRN,66,Month-to-month,Yes,Bank transfer (automatic)
5215-LNLDJ,7,Month-to-month,Yes,Electronic check
7576-JMYWV,46,Month-to-month,Yes,Electronic check
9039-RBEEE,39,Month-to-month,Yes,Credit card (automatic)
0257-KXZGU,32,Month-to-month,No,Bank transfer (automatic)
1307-ATKGB,24,Month-to-month,Yes,Electronic check
8417-FMLZI,6,Month-to-month,Yes,Credit card (automatic)
3714-XPXBW,37,Month-to-month,Yes,Credit card (automatic)
1850-AKQEP,8,Month-to-month,No,Mailed check
2824-DXNKN,72,Two year,Yes,Bank transfer (automatic)
5227-JSCFE,71,Two year,No,Credit card (automatic)
0848-ZGQIJ,16,Month-to-month,Yes,Bank transfer (automatic)
3621-CHYVB,57,Month-to-month,Yes,Bank transfer (automatic)
8042-RNLKO,66,One year,No,Bank transfer (automatic)
1792-UXAFY,17,Month-to-month,Yes,Electronic check
5372-FBKBN,21,Month-to-month,No,Mailed check
0420-TXVSG,66,Two year,Yes,Credit card (automatic)
6217-TOWGS,17,Month-to-month,Yes,Bank transfer (automatic)
0515-YPMCW,1,Month-to-month,Yes,Mailed check
0378-XSZPU,58,One year,No,Credit card (automatic)
1045-LTCYT,8,Month-to-month,No,Credit card (automatic)
1544-JJMYL,27,One year,No,Credit card (automatic)
4636-JGAAI,34,Month-to-month,No,Mailed check
6874-SGLHU,30,One year,Yes,Bank transfer (automatic)
5951-AOFIH,33,Month-to-month,Yes,Credit card (automatic)
4729-XKASR,1,Month-to-month,No,Electronic check
3059-NGMXB,14,Month-to-month,No,Mailed check
8652-YHIYU,16,One year,Yes,Credit card (automatic)
5278-PNYOX,49,Two year,No,Credit card (automatic)
5449-FIBXJ,19,Month-to-month,No,Electronic check
3486-HOOGQ,70,Two year,No,Bank transfer (automatic)
5061-PBXFW,32,Month-to-month,No,Bank transfer (automatic)
8630-FJLIB,18,Month-to-month,Yes,Electronic check
3891-NLXJB,37,Two year,Yes,Mailed check
4749-OJKQU,4,Month-to-month,Yes,Electronic check
0577-WHMEV,16,Month-to-month,No,Electronic check
5453-AXEPF,17,Month-to-month,Yes,Bank transfer (automatic)
3639-XJHKQ,19,Month-to-month,Yes,Electronic check
3716-LRGXK,60,Two year,No,Credit card (automatic)
2263-SFSQZ,51,Two year,Yes,Mailed check
9950-MTGYX,28,Two year,Yes,Credit card (automatic)
3397-AVTKU,43,Two year,Yes,Electronic check
4825-FUREZ,42,Two year,No,Electronic check
9837-BMCLM,3,Month-to-month,Yes,Electronic check
2672-OJQZP,1,Month-to-month,No,Mailed check
0137-UDEUO,3,Month-to-month,No,Mailed check
3134-DSHVC,63,Two year,No,Credit card (automatic)
6161-UUUTA,3,Month-to-month,Yes,Electronic check
7821-DPRQE,68,Month-to-month,Yes,Electronic check
6543-XRMYR,30,Month-to-month,Yes,Electronic check
2001-EWBQU,60,Two year,No,Electronic check
4925-LMHOK,15,Month-to-month,Yes,Credit card (automatic)
1608-GMEWB,45,Month-to-month,Yes,Bank transfer (automatic)
6695-AMZUF,70,Two year,No,Credit card (automatic)
1455-UGQVH,10,Month-to-month,Yes,Electronic check
8410-BGQXN,4,Month-to-month,No,Mailed check
8280-MQRQN,1,Month-to-month,Yes,Mailed check
1619-YWUBB,68,Two year,Yes,Credit card (automatic)
7611-YKYTC,22,Month-to-month,No,Bank transfer (automatic)
2037-SGXHH,38,Month-to-month,Yes,Electronic check
3178-FESZO,1,Month-to-month,Yes,Credit card (automatic)
0365-GXEZS,18,Month-to-month,No,Electronic check
0082-OQIQY,29,Month-to-month,Yes,Electronic check
6087-MVHJH,16,Month-to-month,Yes,Electronic check
4603-JANFB,1,Month-to-month,Yes,Electronic check
3018-TFTSU,12,Month-to-month,No,Bank transfer (automatic)
3606-SBKRY,31,One year,Yes,Electronic check
4806-KEXQR,4,Month-to-month,Yes,Electronic check
0667-NSRGI,48,One year,Yes,Mailed check
7083-YNSKY,15,Month-to-month,Yes,Credit card (automatic)
6893-ODYYE,50,One year,Yes,Credit card (automatic)
8242-JSVBO,7,Month-to-month,Yes,Bank transfer (automatic)
2479-BRAMR,41,Month-to-month,Yes,Bank transfer (automatic)
9541-ZPSEA,68,Two year,No,Credit card (automatic)
2665-NPTGL,26,Month-to-month,Yes,Bank transfer (automatic)
1139-WUOAH,57,Two year,No,Credit card (automatic)
4693-VWVBO,3,Month-to-month,No,Electronic check
7434-SHXLS,1,Month-to-month,No,Mailed check
6937-GCDGQ,19,One year,Yes,Bank transfer (automatic)
0988-JRWWP,3,Month-to-month,Yes,Electronic check
5075-JSDKI,59,Two year,No,Electronic check
7908-QCBCA,1,Month-to-month,Yes,Mailed check
8644-XYTSV,42,Month-to-month,Yes,Bank transfer (automatic)
6711-FLDFB,7,Month-to-month,Yes,Electronic check
3873-WOSBC,67,Two year,No,Credit card (automatic)
7465-ZZRVX,1,Month-to-month,Yes,Electronic check
7975-JMZNT,66,Two year,No,Bank transfer (automatic)
7251-XFOIL,61,Month-to-month,No,Mailed check
4116-IQRFR,4,One year,No,Credit card (automatic)
3714-JTVOV,42,Month-to-month,Yes,Credit card (automatic)
8259-DZLIZ,64,One year,Yes,Bank transfer (automatic)
0442-ZXKVS,54,One year,Yes,Bank transfer (automatic)
7853-WNZSY,1,Month-to-month,Yes,Credit card (automatic)
3120-FAZKD,54,Two year,Yes,Bank transfer (automatic)
8606-OEGQZ,18,Two year,No,Credit card (automatic)
0225-ZORZP,3,Month-to-month,No,Electronic check
4702-IOQDC,1,Month-to-month,Yes,Electronic check
9489-JMTTN,72,Two year,No,Credit card (automatic)
0575-CUQOV,60,One year,Yes,Electronic check
0967-BMLBD,11,One year,Yes,Mailed check
6178-KFNHS,12,Month-to-month,Yes,Electronic check
2830-LEWOA,61,One year,No,Credit card (automatic)
5006-MXVRN,39,Two year,No,Credit card (automatic)
1264-BYWMS,55,Month-to-month,Yes,Electronic check
9658-WYUFB,17,Month-to-month,Yes,Electronic check
8327-WKMIE,37,One year,No,Credit card (automatic)
6917-FIJHC,72,Two year,Yes,Mailed check
5329-KRDTM,72,Two year,No,Credit card (automatic)
7797-EJMDP,8,Month-to-month,No,Bank transfer (automatic)
3530-VWVGU,22,Month-to-month,No,Mailed check
2013-SGDXK,1,Month-to-month,No,Electronic check
6368-NWMCE,38,Month-to-month,No,Credit card (automatic)
3633-CDBUW,17,One year,No,Electronic check
0707-HOVVN,70,Two year,Yes,Bank transfer (automatic)
8580-QVLOC,72,Two year,No,Credit card (automatic)
3956-MGXOG,28,Month-to-month,Yes,Electronic check
9274-UARKJ,15,Month-to-month,Yes,Bank transfer (automatic)
4077-HWUYD,72,Two year,Yes,Bank transfer (automatic)
2012-NWRPA,11,Month-to-month,Yes,Electronic check
8808-ELEHO,8,Month-to-month,Yes,Electronic check
0103-CSITQ,57,One year,Yes,Bank transfer (automatic)
3506-LCJDC,1,Month-to-month,No,Bank transfer (automatic)
8671-KKKOS,46,Month-to-month,No,Electronic check
7305-ZWMAJ,30,One year,No,Credit card (automatic)
9518-XXBXE,10,Month-to-month,No,Electronic check
